resume_id,resume_title,job_id,job_title,resume_skill_count,job_skill_count,jaccard_similarity,tfidf_cosine,embedding_cosine,job_skill_coverage,avg_max_skill_similarity,resume_skills,job_skills,aggregated_target
2201,resume_2201,3906247452,Commissioned Sales Associate (Palm Beach),44,14,0.017543859649122806,0.1839076049963369,0.26568268760796027,0.07142857142857142,0.552524117833624,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,customer service | retail sales | product knowledge | merchandising | pos system operation | cash register operation | handheld equipment use | interpersonal communication | inventory management | flexible scheduling | sales target achievement | team collaboration | customer engagement | technology proficiency,0.2182173683031231
2201,resume_2201,3905294205,"Research Intern, Organizational Research and Consulting",44,22,0.06451612903225806,0.26332276361821455,0.4361528910451387,0.18181818181818182,0.6538687046427217,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,qualitative data analysis | quantitative data analysis | literature review | interview facilitation | research report writing | presentation development | microsoft powerpoint | microsoft word | microsoft excel | spss | stata | verbal communication | written communication | attention to detail | team collaboration | selfmotivation | applied research | organizational behavior | industrialorganizational psychology | social psychology | grant writing | project coordination,0.31993573403130304
2201,resume_2201,3904585602,Staff Accountant to $55K with company paid child care and 4 weeks vacation!,44,18,0.01639344262295082,0.2110412648403322,0.36100216077430614,0.05555555555555555,0.5424417047463657,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,accounts payable | general ledger management | account reconciliation | regulatory compliance | wire transfer processing | cash account balancing | loan and securities reconciliation | credit card portfolio reconciliation | cash position analysis | ach transaction processing | month end financial statement preparation | consolidated financial statements | audit support | interpersonal communication | collaboration | attention to detail | time management | microsoft excel,0.23728682570790205
2201,resume_2201,3904961966,Radiologic Technologist,44,24,0.014925373134328358,0.13017724920046816,0.31142779454275216,0.041666666666666664,0.4987708489684343,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,diagnostic imaging xray ct mri fluoroscopy | radiographic equipment operation | patient positioning | radiation safety | image quality assessment | interdisciplinary collaboration | medical record documentation | equipment maintenance and quality control | continuing education in radiology | state licensure as radiologic technologist | cpr certification | communication skills | interpersonal skills | stress management calmness under pressure | professionalism and ethical conduct | patient confidentiality | physical stamina | manual dexterity | visual acuity | adaptability to fastpaced environment | xray machine | ct scanner | mri scanner | fluoroscopy unit,0.19939358650252995
2201,resume_2201,3904583449,Application Coordinator,44,16,0.0,0.12542148028325245,0.3038905983245002,0.0,0.5697182326851511,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,application penetration testing | vulnerability management | governance risk and compliance grc | risk acceptance | regulatory compliance | project management | stakeholder coordination | communication | influencing | innovation | collaboration | organizational skills | schedule management | remediation tracking | questionnaire development | appsec vulnerability management system,0.19980606225858077
2201,resume_2201,3905698199,Part-Time Bookkeeper (10 hours/week),44,15,0.0,0.06376874789812914,0.26786370095371564,0.0,0.5108883949846843,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,accounting principles | quarterly taxes | unemployment taxes | sales tax reporting | general ledger reconciliation | payroll reporting | technical accounting | governmental accounting | accounting standards compliance | bookkeeping | quickbooks | account reconciliation | confidentiality | organizational skills | attention to detail,0.1685041687673058
2201,resume_2201,3884988890,Airport Ramp Agent- F9,44,14,0.017543859649122806,0.1732029769266777,0.24400858783000123,0.07142857142857142,0.5562361735567285,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,baggage handling | ground equipment operation | aircraft deicing | manual material handling | safety compliance | record keeping | basic computer proficiency | verbal and written communication | teamwork and collaboration | time management | customer service | valid drivers license | physical fitness | ability to work in adverse weather conditions,0.21248403387822035
2201,resume_2201,3901946349,Integrated Absence Claims Specialist,44,12,0.01818181818181818,0.22057650500179454,0.35234760349153876,0.08333333333333333,0.6356422204692199,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,claims management | absence management | customer service | written and verbal communication | organizational skills | multitasking | medical records review | financial calculations | mathematical skills | collaboration | phone communication | email communication,0.262016296095541
2201,resume_2201,3894945687,"VP, Strategy & Insights",44,49,0.010869565217391304,0.31580318765035137,0.3636907432712337,0.02040816326530612,0.5438818840401902,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,strategic planning | brand strategy | audience insight development | qualitative research | quantitative research | primary research | secondary research | social listening | insight translation | swot analysis | persona development | user journey mapping | gap analysis | creative brief development | data analysis | presentation skills | stakeholder management | facilitation | workshop facilitation | ideation session facilitation | client pitching | business development | account management | team leadership | mentoring | training | agile project management | problem solving | empathy | diversity equity inclusion dei | behavioral economics | cognitive science | social psychology | audience intelligence tools | brandwatch | audiense | gwi globalwebindex | kpi definition | kpi tracking | research methodology design | trend identification | innovation | experimentation | thought leadership | event participation | communication | collaboration | analytical thinking | strategic thinking,0.25093070868889455
2201,resume_2201,3886468239,RN Wound Specialist - Home Health,44,17,0.0,0.18157212702540954,0.2028569193298624,0.0,0.543941415620524,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,wound assessment | wound care management | patient education | interdisciplinary collaboration | community health nursing | home health care | basic life support bls | registered nurse rn licensure | wound ostomy continence nursing wocn certification | enterostomal therapy certification | clinical documentation | infection control | care planning | communication | independent decision making | flexibility | cultural competence,0.1856740923951592
2201,resume_2201,3906260313,Tax & Accounting Account Manager,44,15,0.0,0.1144647453394526,0.28281354637296124,0.0,0.6111784738452523,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,account management | client onboarding | tax planning | tax preparation | book review | record management | client relationship management | crossfunctional collaboration | communication | remote work | cpa certified public accountant | enrolled agent ea | accounting | tax compliance | financial analysis,0.20169135311153324
2201,resume_2201,3901372502,Human Resources Coordinator,44,22,0.0,0.13272009319641934,0.3813538040941839,0.0,0.5618931536243807,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,human resources | successfactors | workday | sap | workforce planning | stress management | multitasking | attention to detail | proactiveness | selfmotivation | flexibility | microsoft excel advanced | microsoft powerpoint advanced | budget management | hr budgeting | hiring process management | crossfunctional collaboration | report writing | spanish language | finance knowledge | international hr experience | analytical skills,0.2151934101829968
2201,resume_2201,3895541631,Employee Benefits Account Executive,44,15,0.03508771929824561,0.14315604809626634,0.2980750351414087,0.13333333333333333,0.6251082794792518,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,client relationship management | benefits administration | account management | proposal management | renewal negotiation | communication skills | customer service | insurance brokerage | sales | marketing | negotiation | selfstarter | continuous learning | epic software | ny life and health license,0.24695208306970118
2201,resume_2201,3906256167,Payroll Administrator II,44,29,0.04285714285714286,0.2064654970691396,0.3164884766639729,0.10344827586206896,0.592902025516338,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,payroll processing | adp workforce now | adp year end dashboard | microsoft excel | microsoft office suite | payroll compliance | payroll analysis | payroll reporting | attention to detail | analytical skills | problem solving | communication skills | interpersonal skills | teamwork | independent work | time management | process improvement | system testing | mentoring | data analysis | payroll taxation | equity compensation | bonus administration | deduction management | multi state payroll | canadian payroll | legislation knowledge | documentation | ad hoc analytics,0.2524322835937325
2201,resume_2201,3902761171,Technical Support,44,20,0.015873015873015872,0.21032399964633605,0.3219321597646872,0.05,0.560822757607769,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,desktop support | network support | telephone system administration | hardware troubleshooting | software troubleshooting | user account management | security permissions management | knowledge base authoring | incident management | documentation | oncall support | customer service | verbal communication | written communication | team collaboration | problem solving | initiative | data communication | pc hardware | operating system support,0.23179038657836165
2201,resume_2201,3905868420,"Coordinator, Parts",44,11,0.0,0.2666752650104053,0.27607815304924244,0.0,0.6627093045416473,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,inventory management | parts ordering | shipping and receiving | data entry 10key | computer literacy | communication | organizational skills | time management | ase parts certification | vendor management | transportation industry knowledge,0.24109254452025902
2201,resume_2201,3901392475,Project Coordinator/Director,44,6,0.0,0.10942542859718749,0.27811406579282527,0.0,0.4788961688961689,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,social work | youth foster care | bilingual spanish | bilingual english | child welfare | compassion,0.17328713265723633
2201,resume_2201,3899526127,Financial Analyst,44,12,0.01818181818181818,0.14570453525407584,0.3385113730125538,0.08333333333333333,0.6072154697154697,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,financial analysis | quantitative analysis | financial reporting | quality assurance | budget modification | capital planning | financial transaction processing | coordination and tracking | certificate to proceed management | contract registration | liaison stakeholder management | client communication phone skype,0.23858930589945015
2201,resume_2201,3895540708,Electro-Mechanical Assembler,44,28,0.0,0.2157930201554367,0.28552653412131973,0.0,0.5106752337255867,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,electromechanical assembly | cable harness assembly | panel assembly | reading work instructions | interpreting schematics | soldering | printed circuit board assembly pcba | wire cutting stripping and routing | hand tool usage | power tool usage | multimeter operation | continuity checker operation | caliper usage | tape measure usage | 5s workplace organization | quality inspection | documentation and build record keeping | electrostatic discharge esd awareness | basic computer skills | public trust clearance eligibility | ipc 620 certification | ipc 610 certification | ipc 7711 certification | ipc 7721 certification | jstandard certification | attention to detail | interpersonal communication | integrity,0.20239895760046864
2201,resume_2201,3902758500,Field Service Technician - PV Inverters,44,20,0.03225806451612903,0.25416818002943986,0.310586253500091,0.1,0.5604635152414325,r | sas | spss | statistical analysis | experiment design | sampling techniques | document management | microsoft word | microsoft excel | microsoft powerpoint | quantitative analysis | team leadership | organizational planning | communication skills | teamwork | work planning | customer service | leadership | statistical modeling | linear regression | lasso regression | classification modeling | multivariate adaptive regression splines | clustering | k means clustering | hierarchical clustering | boosting | random forest | ridge regression | neural network | cart | support vector machine | garch modeling | arma modeling | time series analysis | survival analysis | probability theory | statistical inference | data collection | data entry | inventory control | meeting preparation | business trip coordination | sas advanced certification,pv inverter maintenance | solar photovoltaic inverter troubleshooting | power systems troubleshooting | power electronics | control systems | preventive maintenance | firmware upgrade | monitoring solution configuration | equipment and parts replacement | technical documentation | material handling | help desk support | customer service | communication skills | project management | organizational skills | time management | working in extreme environments | journeyman electrician license | electrical engineering knowledge,0.2514952026574185
